고객ID ,데이터셋 구분,보험사기자여부,성별,연령,주택가격,거주TYPE,FP경력,고객등록년월,시도구분,직업그룹코드1,직업그룹코드2,추정가구소득1,추정가구소득2,,,,
16758,1,N,2,40,0,,N,200306,울산,자영업,3차산업 종사자,0,8821,,,,
16759,1,N,1,40,63333,20,N,200306,부산,전문직,고소득의료직,11470,11282,,,,
16761,1,Y,2,40,45555,20,N,200306,부산,자영업,자영업,10273,4756,,,,
16763,1,N,2,40,10833,20,N,200306,광주,주부,주부,3373,3791,,,,
16764,1,N,2,40,23750,20,N,200306,서울,자영업,자영업,7181,10780,,,,
16765,1,N,1,40,23498,30,N,200306,서울,자영업,자영업,6498,4807,,,,
16766,1,N,1,40,2916,20,N,200306,전남,자영업,자영업,2427,4614,,,,
16767,1,N,2,40,27638,20,N,200306,경기,사무직,사무직,6224,4027,,,,
16768,1,N,2,40,9529,30,N,200306,서울,주부,주부,4924,4924,,,,
16771,1,N,2,40,5801,13,N,200306,인천,사무직,단순 사무직,3390,3050,,,,
16773,1,Y,2,39,22916,20,N,200306,부산,자영업,자영업,6150,5620,,,,
16774,1,N,2,39,22083,20,N,200306,인천,사무직,사무직,6413,7365,,,,
16775,1,N,2,39,12083,20,N,200306,광주,사무직,사무직,3507,8002,,,,
16776,1,N,1,39,9578,99,N,200306,전남,제조업,2차산업 종사자,0,3734,,,,
16777,1,N,1,39,15542,30,N,200306,부산,기타,학생,4128,3999,,,,
16778,1,N,2,39,19327,20,N,200306,울산,주부,주부,4805,4831,,,,
16779,2,,2,39,4305,20,N,200306,경남,주부,주부,3185,4538,,,,
16780,1,N,2,39,17222,20,N,200306,경기,전문직,교육관련직,4881,3251,,,,
16781,1,Y,2,39,6527,20,N,200306,전북,주부,주부,3281,4592,,,,
16782,1,N,2,39,15833,20,N,200306,제주,사무직,단순 사무직,5793,6669,,,,
16783,1,N,2,39,14709,20,N,200306,경기,주부,주부,4508,3690,,,,
16784,1,N,2,39,0,,N,200306,서울,사무직,사무직,0,4274,,,,
16785,1,N,1,39,16666,20,N,200306,전남,사무직,사무직,5934,4278,,,,
16786,1,N,1,39,0,,N,200306,인천,사무직,사무직,0,4113,,,,
16787,2,,2,39,17500,20,N,200306,부산,주부,주부,5363,5317,,,,
16788,1,N,2,39,64166,20,N,200306,인천,사무직,단순 사무직,11180,10260,,,,
16789,1,N,2,39,4789,11,N,200306,충북,주부,주부,3311,5320,,,,
16790,1,N,1,39,22638,20,N,200306,서울,자영업,자영업,6747,4713,,,,
16791,2,,1,39,9166,30,N,200306,경기,서비스,2차산업 종사자,3207,3999,,,,
16792,1,N,2,39,24444,20,N,200306,경남,서비스,3차산업 종사자,7282,9105,,,,
16793,1,N,2,39,20555,20,N,200306,경기,서비스,3차산업 종사자,5376,3815,,,,
16794,1,N,1,38,8324,40,N,200306,경기,사무직,3차산업 종사자,4021,3788,,,,
16795,1,N,2,38,12222,20,N,200306,전남,주부,주부,5148,4136,,,,
16796,1,N,1,38,29166,20,Y,200306,경기,사무직,사무직,7370,4947,,,,
16798,1,N,1,38,7991,12,Y,200306,서울,자영업,자영업,3665,9030,,,,
16799,1,N,2,38,20000,20,N,200306,대구,주부,주부,0,5749,,,,
16800,2,,1,38,15694,20,N,200306,광주,전문직,전문직,5058,7562,,,,
16801,1,N,1,38,16527,20,N,200306,서울,자영업,자영업,5345,5273,,,,
16802,1,Y,1,38,18055,20,N,200306,경기,전문직,전문직,4942,7622,,,,
16803,1,N,2,38,3910,12,N,200306,전남,전문직,교육관련직,3205,3110,,,,
16804,1,N,1,38,28888,20,N,200306,경기,사무직,사무직,9400,8200,,,,
16806,1,N,1,38,21944,20,N,200306,인천,서비스,2차산업 종사자,6446,3765,,,,
16808,1,N,2,38,33333,20,N,200306,전북,사무직,사무직,10033,9594,,,,
16809,1,N,2,38,16111,20,N,200306,울산,전문직,교육관련직,3858,3763,,,,
16810,1,N,2,38,42222,20,N,200306,경기,주부,주부,10262,10179,,,,
16811,2,,2,38,9502,40,N,200306,광주,전문직,고소득의료직,3861,5399,,,,
16812,1,N,1,38,10676,30,N,200306,경기,서비스,2차산업 종사자,3472,3876,,,,
16813,1,Y,2,38,11757,12,N,200306,서울,주부,주부,4121,4046,,,,
16814,1,N,1,38,12222,20,N,200306,광주,사무직,사무직,4530,3931,,,,
16815,1,N,2,38,8380,99,N,200306,충북,주부,주부,0,4194,,,,
16816,1,N,2,38,5786,12,N,200306,서울,전문직,전문직,3777,3846,,,,
16817,1,N,2,38,12083,20,N,200306,울산,제조업,2차산업 종사자,3545,2821,,,,
16820,1,N,2,38,8055,20,N,200306,경남,주부,주부,3491,4125,,,,
16821,1,N,2,37,0,,N,200306,경기,주부,주부,0,3568,,,,
16822,1,N,2,37,32777,20,N,200306,서울,전문직,교육관련직,9536,3360,,,,
16823,1,N,2,37,0,,N,200306,경기,주부,주부,0,0,,,,
16824,1,Y,2,37,7793,12,N,200306,경남,전문직,의료직 종사자,3661,7000,,,,
16825,1,N,1,37,9444,20,N,200306,인천,제조업,전문직,3886,3766,,,,
16826,1,N,1,37,27361,20,N,200306,경기,사무직,사무직,6388,4738,,,,
16828,1,N,2,37,25000,30,N,200306,경기,주부,주부,6522,3587,,,,
16829,2,,2,37,46666,20,N,200306,광주,주부,주부,11139,5167,,,,
16830,1,N,1,37,5935,40,N,200306,전북,사무직,공무원,3492,6619,,,,
16831,1,N,2,37,6388,20,N,200306,전북,전문직,교육관련직,3249,3370,,,,
16832,1,Y,2,37,5694,30,N,200306,경기,주부,주부,3389,4270,,,,
16833,1,N,1,37,6944,20,N,200306,강원,전문직,전문직,3397,4043,,,,
16834,2,,2,37,20138,20,N,200306,경기,자영업,자영업,6086,10890,,,,
16835,1,N,1,37,6180,11,N,200306,전남,사무직,사무직,3480,4152,,,,
16836,1,N,2,37,0,,N,200306,경기,서비스,예체능계 종사자,0,3440,,,,
16837,1,N,1,37,7222,20,N,200306,충북,사무직,고위 공무원,3446,3683,,,,
16838,1,N,2,37,32361,20,N,200306,경기,주부,주부,7871,4609,,,,
16840,1,N,1,37,20555,20,N,200306,경기,전문직,전문직,5344,4472,,,,
16841,1,N,2,37,32440,40,N,200306,서울,기타,3차산업 종사자,9653,3683,,,,
16842,1,N,1,36,20555,30,N,200306,서울,기타,학생,7369,7308,,,,
16843,1,N,1,36,47251,11,N,200306,서울,사무직,사무직,7707,4520,,,,
16845,1,N,1,36,7638,40,N,200306,경북,사무직,사무직,3872,3575,,,,
16846,1,N,2,36,10420,99,N,200306,경기,주부,주부,0,0,,,,
16847,1,N,2,36,12777,20,N,200306,전북,전문직,3차산업 종사자,5117,2996,,,,
16848,1,Y,2,36,16527,20,N,200306,경기,사무직,사무직,4419,7488,,,,
16849,1,N,1,36,16266,40,N,200306,경기,기타,학생,4782,4646,,,,
16850,1,N,1,36,34500,13,N,200306,부산,제조업,2차산업 종사자,6610,7174,,,,
16851,1,N,2,36,0,,N,200306,서울,사무직,사무직,0,7320,,,,
16852,1,N,2,36,0,,N,200306,경기,사무직,단순 사무직,0,8077,,,,
16853,1,Y,1,36,83333,20,N,200306,서울,기타,학생,11641,11245,,,,
16854,1,N,2,36,9891,99,N,200306,경기,주부,주부,0,0,,,,
16855,1,N,2,36,21944,20,N,200306,전남,전문직,의료직 종사자,7815,8675,,,,
16856,1,N,2,36,18888,20,N,200306,경기,전문직,전문직,5946,3856,,,,
16857,1,N,2,36,12456,30,N,200306,서울,주부,주부,4968,6563,,,,
16859,1,N,1,35,11111,30,N,200306,경기,기타,학생,4873,4853,,,,
16860,1,N,1,35,12361,20,N,200306,충북,서비스,2차산업 종사자,4133,3635,,,,
16862,1,N,2,35,22638,20,N,200306,경기,서비스,3차산업 종사자,6444,7959,,,,
16863,1,N,2,35,31448,40,N,200306,서울,주부,주부,6502,6502,,,,
16864,1,N,1,35,6666,30,N,200306,울산,서비스,2차산업 종사자,2557,3508,,,,
16865,1,N,1,35,11250,20,N,200306,강원,자영업,자영업,4760,4557,,,,
16866,1,N,2,35,5593,40,N,200306,경기,서비스,3차산업 종사자,2384,2922,,,,
16868,1,N,2,35,38333,20,N,200306,충남,제조업,2차산업 종사자,10396,8045,,,,
16869,1,N,2,35,32259,99,N,200306,서울,사무직,3차산업 종사자,0,6958,,,,
16870,1,N,1,35,24722,20,N,200306,서울,기타,학생,5855,4585,,,,
16871,1,N,1,35,2227,12,Y,200306,광주,자영업,3차산업 종사자,2846,4609,,,,
16872,1,N,2,35,14583,20,N,200306,충남,주부,주부,5361,5455,,,,
16873,1,N,2,35,14722,20,N,200306,경남,전문직,의료직 종사자,4467,8788,,,,
16874,1,N,2,35,24861,20,N,200306,부산,사무직,기업/단체 임원,0,3774,,,,
16876,1,N,2,35,30555,20,N,200306,경기,제조업,2차산업 종사자,7516,3494,,,,
16877,1,N,1,35,13976,40,N,200306,경기,제조업,2차산업 종사자,4677,3640,,,,
16878,1,N,2,35,13194,20,N,200306,인천,사무직,사무직,4194,3317,,,,
16879,1,N,1,35,11966,20,N,200306,경기,서비스,2차산업 종사자,4505,3300,,,,
16880,1,N,2,35,15694,20,N,200306,경남,주부,주부,5540,5121,,,,
16881,1,N,1,35,16666,20,N,200306,대구,기타,학생,3887,3422,,,,
16882,1,N,2,35,24444,20,N,200306,경기,주부,주부,6677,6584,,,,
16883,1,N,1,34,11435,40,N,200306,부산,서비스,3차산업 종사자,3833,3511,,,,
16884,1,N,2,34,10555,30,N,200306,경기,서비스,2차산업 종사자,3729,6092,,,,
16886,1,N,2,34,9491,20,N,200306,충남,주부,주부,3770,3486,,,,
16888,1,N,1,34,15719,30,N,200306,서울,전문직,학자/연구직,5596,4151,,,,
16890,1,N,1,34,14027,20,N,200306,인천,사무직,단순 노무직,5807,3594,,,,
16892,1,N,1,34,10227,40,N,200306,전북,서비스,3차산업 종사자,4011,3514,,,,
16893,1,N,1,34,24444,20,N,200306,울산,기타,학생,6452,6241,,,,
16894,1,N,1,34,11250,20,N,200306,전북,사무직,사무직,3931,3762,,,,
16896,1,N,2,34,11391,99,N,200306,서울,전문직,공무원,0,3065,,,,
16897,1,N,2,34,7916,20,N,200306,서울,사무직,사무직,2658,3166,,,,
16898,1,N,1,34,7441,99,N,200306,부산,기타,학생,0,0,,,,
16899,1,N,2,34,18554,12,N,200306,서울,기타,학생,5273,5631,,,,
16901,1,N,1,34,14444,30,N,200306,인천,기타,학생,4865,4886,,,,
16902,1,N,2,33,0,,N,200306,부산,자영업,자영업,0,3230,,,,
16903,1,N,1,33,18022,40,N,200306,서울,사무직,단순 사무직,5238,3316,,,,
16904,1,N,1,33,29950,11,N,200306,부산,서비스,2차산업 종사자,7014,3630,,,,
16905,1,N,2,33,13456,12,N,200306,서울,주부,주부,4378,3568,,,,
16906,1,N,2,33,10451,12,N,200306,전북,주부,주부,3920,3778,,,,
16910,1,N,1,33,7777,20,N,200306,서울,사무직,사무직,3225,3528,,,,
16912,1,N,2,33,7507,30,N,200306,경기,사무직,단순 사무직,3186,7264,,,,
16913,2,,1,33,8005,99,N,200306,전북,자영업,자영업,0,4458,,,,
16914,1,N,1,33,26111,20,N,200306,충북,사무직,공무원,7252,3948,,,,
16915,1,N,2,32,24444,20,N,200306,경기,주부,주부,6910,6910,,,,
16916,1,N,2,32,38194,20,N,200306,경기,주부,주부,0,0,,,,
16917,1,Y,1,32,10694,20,N,200306,인천,사무직,사무직,3667,3271,,,,
16919,1,Y,1,32,15000,20,N,200306,대전,기타,학생,3684,3696,,,,
16920,1,N,2,32,25555,20,N,200306,인천,전문직,의료직 종사자,6808,3199,,,,
16921,1,N,2,32,7082,12,N,200306,경기,기타,학생,3644,3600,,,,
16922,2,,2,32,18055,20,N,200306,광주,사무직,기업/단체 임원,0,3653,,,,
16923,1,N,2,32,13888,20,N,200306,울산,자영업,자영업,3343,3619,,,,
16924,1,N,2,32,127777,20,N,200306,서울,주부,주부,12803,5005,,,,
16927,1,N,1,32,9583,20,N,200306,전북,기타,학생,3579,3022,,,,
16928,2,,2,32,23750,20,N,200306,경기,전문직,의료직 종사자,5719,2778,,,,
16929,1,N,1,31,4689,11,N,200306,대구,사무직,사무직,4799,3207,,,,
16930,1,N,2,31,19013,12,N,200306,서울,사무직,사무직,4916,3819,,,,
16931,1,N,2,31,4375,11,N,200306,전북,기타,학생,4390,4382,,,,
16932,1,N,2,31,0,,N,200306,대구,사무직,단순 사무직,0,2352,,,,
16933,1,N,2,31,16666,20,N,200306,경기,사무직,사무직,4698,3132,,,,
16934,1,N,2,31,9583,20,N,200306,충남,주부,주부,3576,3390,,,,
16935,1,N,1,31,12777,30,N,200306,서울,기타,학생,4019,3853,,,,
16936,1,Y,1,31,11250,20,N,200306,광주,사무직,사무직,4505,3241,,,,
16938,1,Y,1,31,20277,30,N,200306,서울,기타,단순 노무직,8372,3464,,,,
16939,1,N,2,31,4158,30,N,200306,부산,주부,주부,2644,3738,,,,
16940,1,N,2,31,23694,12,N,200306,부산,전문직,전문직,5404,3548,,,,
16941,1,N,1,31,2695,12,N,200306,대전,자영업,자영업,2222,3172,,,,
16942,1,N,1,31,10517,12,N,200306,서울,전문직,교사,3765,3142,,,,
16945,1,N,1,30,33888,20,N,200306,경기,전문직,전문직,7927,3506,,,,
16949,1,N,1,30,17777,20,N,200306,경기,사무직,사무직,5736,3555,,,,
16956,1,N,1,29,27777,20,N,200306,경기,제조업,전문직,8755,3152,,,,
16957,1,N,2,29,39027,20,N,200306,서울,주부,주부,9968,4143,,,,
16960,2,,1,29,17222,20,N,200306,전남,기타,학생,5548,5548,,,,
16963,1,N,1,28,6291,11,N,200306,전남,기타,학생,3275,3271,,,,
16968,1,N,1,28,4199,12,N,200306,서울,자영업,자영업,2706,2885,,,,
16975,1,N,1,28,9722,30,N,200306,경북,기타,학생,6510,6461,,,,
16977,1,N,1,28,24583,30,N,200306,서울,전문직,교사,8997,3022,,,,
16980,1,N,2,27,10097,13,N,200306,부산,,,5753,2605,,,,
16981,1,N,1,27,6944,20,N,200306,서울,서비스,2차산업 종사자,0,3236,,,,
16986,1,N,2,26,0,,N,200306,경북,기타,학생,0,0,,,,
16998,1,N,2,25,10694,30,N,200306,인천,기타,학생,5661,5701,,,,
17005,1,N,1,25,2806,11,N,200306,충남,사무직,공무원,4631,2741,,,,
17006,1,N,1,25,8817,12,N,200306,서울,기타,학생,2612,2592,,,,
17015,1,N,1,24,3750,20,N,200306,대구,기타,학생,3356,3330,,,,
17028,1,N,2,24,10694,20,N,200306,서울,사무직,사무직,5577,2641,,,,
17031,1,N,1,23,16625,12,N,200306,서울,기타,학생,8210,8050,,,,
17032,1,N,2,23,13472,20,N,200306,경기,기타,학생,6031,6031,,,,
17033,1,N,1,23,2638,30,N,200306,제주,사무직,공무원,1473,2763,,,,
17041,1,N,1,23,9864,12,N,200306,서울,기타,학생,3033,2946,,,,
17050,1,N,1,22,6111,20,N,200306,대구,기타,학생,2639,2574,,,,
17067,1,N,1,20,8450,12,N,200306,서울,기타,학생,2826,2778,,,,
17072,1,N,2,20,12222,30,N,200306,서울,기타,학생,3219,3337,,,,
17076,1,N,2,20,0,11,N,200306,전남,기타,학생,0,2700,,,,
17117,1,N,1,18,11215,11,N,200306,경남,기타,학생,3646,3610,,,,
17123,1,N,2,75,16546,40,N,200107,서울,기타,기타,1785,1779,,,,
17124,1,N,2,71,13594,12,N,200108,서울,주부,주부,3027,2950,,,,
17126,2,,1,69,3718,12,N,,,,,2908,,,,,
17127,1,N,2,69,19027,20,N,200103,경기,기타,기타,6310,6461,,,,
17128,2,,2,68,1675,12,N,101,부산,주부,주부,0,0,,,,
17129,1,N,2,68,14556,11,N,200007,대구,기타,단순 노무직,4338,4318,,,,
17130,1,N,2,67,14316,99,N,199912,대구,기타,기타,0,0,,,,
17131,1,N,2,64,31666,20,N,101,경기,주부,주부,7923,8149,,,,
17132,1,N,2,64,15833,20,N,200101,전북,주부,주부,6127,6127,,,,
17133,1,N,1,63,39444,20,N,200306,서울,자영업,자영업,8509,,,,,
17134,1,Y,2,63,3611,20,N,200206,강원,주부,주부,2942,3454,,,,
17135,1,N,2,62,16116,13,N,200104,서울,서비스,3차산업 종사자,5976,5874,,,,
17136,2,,1,62,0,,N,199911,전남,사무직,사무직,0,,,,,
17137,1,N,2,62,7775,12,N,199710,경기,서비스,종교인/역술인,5032,4983,,,,
17138,2,,2,62,28333,20,N,200103,경기,기타,3차산업 종사자,7692,7692,,,,
17139,1,N,2,61,24438,12,N,200108,경남,주부,주부,7150,7079,,,,
17141,1,N,1,61,12916,30,N,199902,경기,사무직,사무직,5808,5754,,,,
17142,1,N,2,60,15018,12,N,200303,경기,서비스,3차산업 종사자,5697,3682,,,,
17143,2,,1,60,66966,11,N,200004,서울,자영업,자영업,10218,12355,,,,
17144,1,N,2,60,33750,20,N,199508,부산,주부,주부,10201,9963,,,,
17145,1,N,1,59,30555,20,N,199812,부산,전문직,교사,9754,5219,,,,
17146,1,Y,1,59,15972,20,N,200110,부산,사무직,사무직,6100,6716,,,,
17147,1,N,2,58,11805,20,N,200205,서울,서비스,3차산업 종사자,3993,4215,,,,
17148,1,Y,1,58,26666,20,N,200306,인천,사무직,사무직,8512,6773,,,,
17150,1,N,2,57,11848,12,N,200002,서울,사무직,사무직,6473,8845,,,,
17151,1,N,2,57,12638,20,N,200306,울산,자영업,자영업,5295,4825,,,,
17152,1,N,2,57,9722,20,N,200203,전남,주부,주부,5625,5805,,,,
17155,1,N,2,55,30972,20,N,,,,,9843,,,,,
17157,1,N,1,54,43055,20,N,200306,서울,사무직,사무직,8793,6159,,,,
17158,1,Y,2,53,11757,12,N,200006,서울,주부,주부,6629,6615,,,,
17159,1,Y,2,53,17222,20,N,200301,경기,주부,주부,6914,4590,,,,
17160,1,N,2,52,0,12,N,200111,전남,주부,주부,0,5433,,,,
17161,1,N,1,52,10809,99,N,200306,경기,사무직,사무직,0,6881,,,,
17162,1,N,1,52,15138,20,N,200306,울산,사무직,기업/단체 임원,0,11330,,,,
17163,1,N,2,51,8215,40,N,200009,경기,자영업,자영업,5469,9406,,,,
17164,1,Y,1,51,3750,20,N,101,전북,1차산업,1차산업 종사자,4940,5925,,,,
17165,1,Y,2,51,7460,12,N,200104,울산,자영업,자영업,5528,9046,,,,
17166,1,N,2,50,22638,20,N,200211,충남,전문직,교육관련직,7751,10289,,,,
17167,1,N,2,49,33472,20,N,200306,경기,서비스,3차산업 종사자,8173,9273,,,,
17168,2,,2,49,19861,20,Y,200006,울산,자영업,3차산업 종사자,7067,9183,,,,
17169,1,N,2,49,20138,20,N,200007,서울,서비스,2차산업 종사자,6638,8278,,,,
17170,1,N,2,49,17222,20,N,200011,경남,서비스,3차산업 종사자,6686,8757,,,,
17171,1,N,1,49,23333,20,N,200205,부산,자영업,자영업,6521,9979,,,,
17174,1,N,1,48,18611,20,N,200012,경기,사무직,사무직,0,5150,,,,
17175,1,N,1,48,11008,12,N,199912,경기,제조업,운전직,5767,8519,,,,
17176,2,,2,48,33333,20,N,199708,경기,주부,주부,0,6179,,,,
17177,1,N,1,48,3438,11,N,200012,제주,제조업,운전직,4996,4963,,,,
17178,1,N,2,48,13333,20,N,101,대전,주부,주부,4433,4562,,,,
17180,1,N,1,48,15555,20,N,199911,경기,사무직,공무원,4760,8133,,,,
17181,1,N,1,47,5504,12,N,101,경기,서비스,2차산업 종사자,5375,4231,,,,
17182,1,N,2,47,15972,20,N,200303,대전,서비스,3차산업 종사자,4147,8376,,,,
17183,1,N,1,47,22222,20,N,199810,경기,자영업,자영업,0,5326,,,,
17184,1,N,2,47,6284,11,Y,200306,경북,자영업,3차산업 종사자,3256,7877,,,,
17185,1,N,1,47,20000,20,N,200007,경기,자영업,자영업,5332,5831,,,,
17186,1,N,1,47,2404,13,N,200302,전북,1차산업,1차산업 종사자,2824,3455,,,,
17187,1,N,2,46,12777,20,N,200104,대전,전문직,교육관련직,3702,8766,,,,
17188,1,N,1,46,18333,30,N,101,서울,자영업,자영업,8122,5870,,,,
17189,1,N,2,45,4131,13,N,200112,부산,사무직,단순 사무직,2672,8373,,,,
17190,1,N,1,45,13333,20,N,200010,전북,자영업,자영업,5796,4634,,,,
17191,1,N,2,44,43194,20,N,200007,광주,주부,주부,10719,3944,,,,
17192,1,N,2,44,37916,20,N,200005,대구,전문직,교육관련직,8762,4390,,,,
17193,2,,2,44,42222,20,N,199812,대전,전문직,교사,0,4525,,,,
17194,1,N,2,44,17777,20,N,200002,경기,사무직,사무직,5047,8072,,,,
17195,1,N,1,43,26666,20,N,200104,경기,사무직,기업/단체 임원,7101,7177,,,,
17196,1,Y,1,43,4779,12,N,200003,인천,사무직,사무직,3120,7968,,,,
17197,1,N,1,43,19861,20,N,200012,대전,제조업,2차산업 종사자,0,4755,,,,
17199,1,N,1,43,8333,30,N,200107,경기,서비스,2차산업 종사자,3699,4264,,,,
17200,1,N,2,43,10833,20,N,199912,경남,제조업,2차산업 종사자,3744,7642,,,,
17201,1,N,2,43,17500,20,N,200006,경남,주부,주부,0,5676,,,,
17202,1,N,2,43,21388,20,N,200008,부산,주부,주부,4745,5066,,,,
17203,1,N,2,42,31250,20,N,199904,서울,사무직,사무직,9839,4259,,,,
17204,1,N,1,42,13145,99,N,199910,서울,전문직,전문직,0,5723,,,,
17205,2,,1,42,15000,20,N,200203,광주,서비스,2차산업 종사자,3893,8069,,,,
17206,1,N,2,42,8055,20,Y,199905,전북,주부,주부,3568,4964,,,,
17208,1,N,2,42,14962,11,N,101,경남,전문직,3차산업 종사자,4476,3601,,,,
17209,1,Y,2,41,62638,20,N,200302,부산,전문직,교육관련직,11908,10523,,,,
17210,1,N,2,41,10727,11,N,200108,경북,전문직,의료직 종사자,3943,3213,,,,
17211,2,,2,40,9216,12,Y,199911,경기,주부,주부,3570,4169,,,,
17212,2,,1,40,6381,40,N,200302,전남,사무직,사무직,0,3908,,,,
17214,1,N,2,40,10056,50,N,200005,경기,사무직,단순 사무직,3791,8881,,,,
17215,1,N,2,40,13611,20,N,200106,충북,주부,주부,5475,4869,,,,
17217,1,N,2,40,21924,20,N,200003,경기,주부,주부,5829,4448,,,,
17219,1,N,2,39,7040,12,N,200107,경기,주부,주부,3470,4726,,,,
17220,1,Y,2,39,21527,20,N,199811,인천,주부,주부,6338,4480,,,,
17221,1,Y,1,39,50767,11,N,200105,대전,서비스,예체능계 종사자,8754,5633,,,,
17222,1,N,1,38,18333,20,N,200206,대구,서비스,2차산업 종사자,4328,3968,,,,
17223,1,N,2,38,21388,20,N,199911,울산,주부,주부,5275,4715,,,,
17224,2,,2,38,32222,20,N,200110,서울,사무직,사무직,7533,3405,,,,
17225,1,N,2,38,4444,20,N,200205,강원,자영업,자영업,3092,8579,,,,
17227,1,N,1,38,6886,12,N,200110,부산,사무직,사무직,3239,3859,,,,
17228,1,N,2,37,4583,30,N,200306,인천,사무직,사무직,0,2853,,,,
17229,1,Y,1,37,39444,20,N,200006,경기,서비스,3차산업 종사자,10134,4206,,,,
17230,1,N,1,37,29385,12,N,200212,경기,서비스,3차산업 종사자,5165,3887,,,,
17231,1,N,2,37,24444,20,N,200306,경기,사무직,사무직,6696,3521,,,,
17232,1,N,2,37,982,11,N,200002,충북,주부,주부,2963,3530,,,,
17233,1,N,1,36,20000,20,N,200007,광주,전문직,교사,5788,3874,,,,
17236,1,N,2,35,11494,13,N,200207,경기,주부,주부,3861,4472,,,,
17238,1,N,2,35,6541,13,Y,200209,울산,자영업,3차산업 종사자,3314,4014,,,,
17239,1,N,2,35,42344,12,N,200101,서울,전문직,예체능계 종사자,7413,4540,,,,
17240,1,N,1,35,8611,20,N,200107,경기,사무직,사무직,3430,3901,,,,
17242,1,N,1,34,20225,99,N,200108,서울,사무직,공무원,0,3835,,,,
17243,1,N,1,34,10555,20,N,101,인천,사무직,사무직,3547,3845,,,,
17244,1,N,2,34,52361,20,N,199612,광주,자영업,자영업,11369,4550,,,,
17245,1,N,2,34,22144,20,N,200201,경남,전문직,3차산업 종사자,6630,3419,,,,
17246,1,N,1,34,16666,20,N,200104,전남,제조업,2차산업 종사자,5667,3624,,,,
17248,1,N,2,34,10277,20,N,199510,대구,전문직,의료직 종사자,3038,2674,,,,
17250,1,N,2,33,5833,20,N,101,전북,주부,주부,3696,3300,,,,
17252,1,N,2,32,6805,20,N,200103,경기,서비스,3차산업 종사자,3709,3340,,,,
17253,1,N,2,32,0,,N,101,강원,전문직,교육관련직,0,2895,,,,
17259,1,N,2,28,8886,12,N,199907,서울,전문직,예체능계 종사자,2911,2565,,,,
17268,1,Y,2,24,0,,N,199909,경기,기타,학생,0,0,,,,
17280,2,,2,68,0,,N,200306,인천,주부,주부,0,0,,,,
17281,1,N,2,33,5833,20,N,200306,전남,사무직,단순 사무직,2703,2929,,,,
17284,1,N,1,41,0,,N,200307,강원,자영업,자영업,0,7640,,,,
17287,1,N,2,39,2632,13,N,200307,충남,사무직,사무직,3050,6466,,,,
17288,2,,2,68,10042,12,N,200307,서울,자영업,자영업,0,0,,,,
17291,1,N,1,59,15000,30,N,200308,서울,사무직,사무직,5856,4366,,,,
17292,1,N,1,52,12083,30,N,200308,서울,사무직,2차산업 종사자,6353,5329,,,,
17293,1,N,2,37,15138,20,N,200308,경남,주부,주부,4694,4536,,,,
17296,1,N,1,62,32083,20,N,200309,강원,,,0,10978,,,,
17297,1,N,2,29,19444,20,N,200309,경기,기타,학생,5931,7839,,,,
17298,1,N,2,66,33888,20,N,200309,울산,주부,주부,10429,10328,,,,
17299,1,N,2,57,11944,20,N,200309,강원,자영업,자영업,6451,6451,,,,
17300,1,Y,2,61,2353,13,N,200310,경남,자영업,자영업,4038,4010,,,,
17303,1,N,1,41,22777,20,N,200310,경기,제조업,2차산업 종사자,0,4579,,,,
17305,1,N,1,41,1519,11,N,200310,경북,1차산업,1차산업 종사자,2598,3258,,,,
17308,1,N,2,67,4952,99,N,,,,,0,,,,,
17309,1,N,2,48,4102,12,Y,200311,대전,자영업,자영업,2649,7195,,,,
17313,1,N,2,57,6527,30,N,200311,인천,주부,주부,4218,4305,,,,
17314,1,N,2,56,8407,12,N,200312,대구,주부,주부,5576,5781,,,,
17315,1,N,1,35,3888,20,Y,200312,경북,제조업,2차산업 종사자,2504,5897,,,,
17317,1,Y,2,37,22777,20,N,200312,경기,사무직,사무직,6470,7626,,,,
17318,1,N,2,40,15000,30,N,200312,서울,전문직,의료직 종사자,5770,3461,,,,
17319,1,Y,2,38,26388,20,N,200312,대구,주부,주부,0,0,,,,
17320,1,N,2,43,23472,20,N,200312,경북,,,0,3820,,,,
17321,1,N,1,33,38656,12,N,200312,경기,사무직,사무직,5974,3787,,,,
17322,1,N,2,37,42638,20,N,200312,서울,사무직,사무직,7923,3684,,,,
17324,1,Y,2,56,15277,20,N,200312,인천,사무직,사무직,0,9871,,,,
17325,1,N,1,52,9277,12,N,200312,서울,제조업,운전직,6793,4949,,,,
17329,1,N,1,50,8496,12,N,200401,서울,서비스,3차산업 종사자,7034,3930,,,,
17330,2,,1,14,39000,12,N,200401,대구,기타,학생,8214,8214,,,,
17331,1,N,2,51,10833,20,N,200401,전남,주부,주부,6911,4970,,,,
17333,1,N,2,42,20519,99,N,200401,서울,사무직,단순 사무직,0,7302,,,,
17335,1,N,2,33,37638,20,N,200401,광주,주부,주부,10449,10341,,,,
17338,1,N,2,50,5315,13,N,,,,,5796,,,,,
17339,1,Y,1,29,19305,20,N,200402,광주,서비스,예체능계 종사자,5781,4356,,,,
17340,1,N,1,63,2479,12,N,200402,부산,서비스,3차산업 종사자,3658,4405,,,,
17341,1,Y,1,35,23888,20,N,200402,광주,사무직,사무직,7919,3971,,,,
17343,1,N,1,47,5972,30,N,200402,인천,제조업,운전직,3216,4311,,,,
